q_index,question,answers,sentence,ml_answer,ml_score,score
4739_25,What is the location?,"['300 Block of SILVER AVE', 'Excelsior']","call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",300 Block of SILVER AVE,0.4248277544975281,True
4739_26,What is the zipcode?,94112.0,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",94112.0,0.9860853552818298,True
4739_27,What zip?,94112.0,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",94112.0,0.9884476065635681,True
4739_28,What battalion?,B09,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",battalion B09,0.7637537121772766,False
4739_29,What district?,"['32.0', '9', '11']","call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",fire_prevention_district 9|supervisor_district 11,0.2736084759235382,False
4739_30,Which area?,"['32.0', '9', '11']","call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",station_area 32.0,0.19513824582099915,False
4739_31,What jurisiction?,"['32.0', '9', '11']","call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",rowid 220402846-58,0.1783909797668457,False
4739_32,What priroty?,3,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",unit_id 58|incident_number 22018941,0.004239515867084265,False
4739_33,Does this unit includes ALS (Advance Life Support) resources?,True,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",als_unit True,0.4100976586341858,False
4739_34,Is there a paramedic in this unit?,True,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",unit_type MEDIC,0.12826207280158997,False
4739_35,How many alarms?,1,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",1,0.6557474136352539,True
4739_36,Number of alarms?,1,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",1,0.7970596551895142,True
4739_37,What type of unit?,MEDIC,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",MEDIC,0.9649763107299805,True
4739_38,What sequence number?,1,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",220402846,0.5659926533699036,False
4739_39,What time did they arrive at the hospital?,2022-02-09 19:39:19,"call_number 220402846|unit_id 58|incident_number 22018941|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 19:04:07|entry_dttm 2022-02-09 19:06:08|dispatch_dttm 2022-02-09 19:06:18|response_dttm 2022-02-09 19:07:04|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T20:46:34.000|address 300 Block of SILVER AVE|city San Francisco|zipcode_of_incident 94112.0|battalion B09|station_area 32.0|box 6114.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 1|fire_prevention_district 9|supervisor_district 11|neighborhoods_analysis_boundaries Excelsio|rowid 220402846-58|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 19:12:52|transport_dttm 2022-02-09 19:39:18|hospital_dttm 2022-02-09 19:39:19",19:39:19,0.45898714661598206,True
5319_0,What is the call number?,220400609,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",220400609,0.9769048690795898,True
5319_1,What call number?,220400609,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",220400609,0.9841716885566711,True
5319_2,Which unit is assigned?,68,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",unit_id 68,0.7946563363075256,False
5319_3,What unit is it?,68,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",unit_id 68,0.8364163041114807,False
5319_4,What is the incident number?,22018621,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",22018621,0.9694249033927917,True
5319_5,What incident?,22018621,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",Medical Incident,0.19594809412956238,False
5319_6,What type of incident is it?,"['Medical Incident', 'Potentially Life-Threatening']","call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",Medical,0.5796603560447693,False
5319_7,What call type?,"['Medical Incident', 'Potentially Life-Threatening']","call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",Medical Incident,0.8769910931587219,True
5319_8,What is the reason for the call?,"['Medical Incident', 'Potentially Life-Threatening']","call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",call_type Medical Incident,0.39938148856163025,False
5319_9,When was the call recieved?,2022-02-09,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",2022-02-09,0.009036308154463768,True
5319_10,When was it reported?,2022-02-09,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",08:20:07,0.07940683513879776,False
5319_11,When was the incident submitted?,2022-02-09 08:20:25,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",08:20:07,0.030762402340769768,False
5319_12,When did the dispatcher submit the task?,2022-02-09 08:20:25,"call_number 220400609|unit_id 68|incident_number 22018621|call_type Medical Incident|call_date 2022-02-09|watch_date 2022-02-09|received_dttm 2022-02-09 08:20:07|entry_dttm 2022-02-09 08:20:25|dispatch_dttm 2022-02-09 08:20:48|response_dttm 2022-02-09 08:20:55|call_final_disposition Code 3 Transport|available_dttm 2022-02-09T09:42:55.000|address 1400 Block of 22ND AV|city San Francisco|zipcode_of_incident 94122.0|battalion B08|station_area 22.0|box 7426.0|original_priority 3|priority 3|final_priority 3|als_unit True|call_type_group Potentially Life-Threateni|number_of_alarms 1|unit_type MEDIC|unit_sequence_in_call_dispatch 2|fire_prevention_district 8.0|supervisor_district 4|neighborhoods_analysis_boundaries Sunset/P|rowid 220400609-68|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 08:25:02|transport_dttm 2022-02-09 08:50:16|hospital_dttm 2022-02-09 08:56:53",08:20:48,0.522752046585083,False
